ent_num,query,region,country
13120,"Calle Quebec 606 B, Prados Providencia","Guadalajara, Jalisco",Mexico
13120,"Calle Mango 2129, Colonia Paraisos del Colli","Guadalajara, Jalisco",Mexico
13120,"Calle 3 De Mayo #16, Texcalame","Tequila, Jalisco",Mexico
13120,"Calle Mexico Independiente #733, Colonia Conjunto Patria","Zapopan, Jalisco",Mexico
13120,"Rincon del Abedul 126, Colonia Rinconada Guadalupe","Zapopan, Jalisco",Mexico
13120,"Avenida Guadalupe #5105, Colonia Jardines Guadalupe","Zapopan, Jalisco",Mexico
13120,Empresarios 35,"Zapopan, Jalisco",Mexico
13121,"Avenida Central 1191-35, Condominio Malaga, Colonia Parques de la Castellana","Zapopan, Jalisco",Mexico
13121,"Local 9 Zona E, Plaza Universidad","Zapopan, Jalisco",Mexico
13121,"Avenida Nayar #222, Colonia Ciudad del Sol","Zapopan, Jalisco",Mexico
13121,"Avenida Pablo Neruda #4341-E9, Colonia Villa Universitaria","Guadalajara, Jalisco",Mexico
13121,"Calle Mexico Independiente #733, Colonia Conjunto Patria","Zapopan, Jalisco",Mexico
13121,Calle GK Chesterton #184,"Zapopan, Jalisco",Mexico
13121,Hidalgo 20 Naucalpan,"Mexico City, DF",Mexico
13121,"Calle Quebec 606-B, Colonia Prados Providencia",Guadalajara,Mexico
13121,"Avenida Manuel Acuna 2929 C-6, Fraccionamiento Terranova",Guadalajara,Mexico
13121,"Calle Herrera y Cairo 2800, Local C6, Fraccionamiento Terranova","Guadalajara, Jalisco",Mexico
13121,"Calle Rinconada del Abedul #126, Colonia Rinconada Guadalupe","Zapopan, Jalisco",Mexico
13121,Conchas Chinas Condominiums,"Puerto Vallarta, Jalisco",Mexico
13122,"Syria International Islamic Building, Main Highway Road, Al Mazzeh Area, P.O. Box 35494",Damascus,Syria
13122,"PO Box 35494, Mezza'h Vellat Sharqia'h, beside the Saudi Arabia Consulate",Damascus,Syria
13128,"Sarafi Market, Shop 48/49","Gereshk, Helmand",Afghanistan
13129,"Sarafi Market, Fourth Floor, Shop #1",Kandahar,Afghanistan
13131,"Vali Asr Street, Above Vanak Circle, across Niayesh, Esfandiari Blvd., No. 24",Tehran,Iran
13133,"Valiasr St., Mirdamad St., No. 430",Tehran,Iran
13134,"Zafar St. No. 315, Between Vali Asr and Jordan",Tehran,Iran
13135,"Vali Asr. St. No. 3, Before Vey Park intersection, corner of Tarakesh Dooz St.",Tehran,Iran
13136,"Sepahod Gharani No. 24, Corner of Arak St.",Tehran,Iran
13137,"Shahid Ahmad Ghasir (Bocharest), Shahid Ahmadian (15th) St., No. 1",Tehran,Iran
13138,"Sepahod Gharani, Corner of Khosro St., No. 147",Tehran,Iran
13140,"Argentine Circle, beginning of Africa St., Corner of 37th St., (Dara Cul-de-sac), No.26",Tehran,Iran
13141,"Vali Asr St., above Vey Park, Shahid Fiazi St., No. 51, first floor",Tehran,Iran
13142,"Seyyed Jamal-oldin Asadabadi St., Corner of 68th St., No. 472",Tehran,Iran
13143,"Taleghani St., No.204, Before the intersection of Mofateh, across from the former U.S. embassy",Tehran,Iran
13145,"Mirdamad Blvd., North East Corner of Mirdamad Bridge, No. 271",Tehran,Iran
13146,"Building No. 59, District 929, Street No. 17, Arsat Al-Hindia, Al Masbah",Baghdad,Iraq
13147,"53 Saanee, Jahan-e Koodak, Crossroads Africa St.",Tehran,Iran
13148,-0- ,-0- ,Mexico
13149,-0- ,-0- ,Mexico
13150,"Calle Plan de Iguala #2951, Colonia Emiliano Zapata","Culiacan, Sinaloa",Mexico
13151,-0- ,-0- ,Mexico
13152,"Shahid Baba'i Highway, Lavizan",Tehran,Iran
13152,"Alt. Location:  Shahin Shahr Township, End of Ferdowsi Avenue, PO Box 83154/115",Esfahan,Iran
13152,"Alt. Address:  Adjacent to Mehrabad Airport, Karaj Expressway",Tehran,Iran
13152,Alt. Address:  Shahin Shar bei,Isfahan,Iran
13152,"Alt. Address:  Shahin Shar Township, End of Ferdowsi Avenue",Isfahan,Iran
13152,Alt. Address:  Corner of Imam Ali Highway and Babaei Highway,Tehran,Iran
13155,E.O.C. E2145,Ajman,United Arab Emirates
13156,"PO Box 16315-189, Tehran, Iran, located on the west side of Dabestan Street, Abbas Abad District",Tehran,Iran
13156,"PO Box 19315-189, Pasdaran Street, South Noubonyand Square",Tehran,Iran
13158,Miram Shah,"North Waziristan, Federally Administered Tribal Areas",Pakistan
13168,-0- ,-0- ,Lebanon
13170,Edhema Eke Dzubura 20,Ilidza,Bosnia and Herzegovina
13170,"Velika Aleja Street, no. 2",Ilidza,Bosnia and Herzegovina
13167,8 Rukavishnikov Street,"Mariinskiy Posad, Chuvash Republic",Russia
13173,"C Rio Tonala #3, Colonia Jardines","Tuxpan, Veracruz 92890",Mexico
13173,"Rio Palma 10, Jardines","Tuxpan, Veracruz 92890",Mexico
13173,"La Flor De Maria, Carretera Mexico-Tuxpan","Tuxpan, Veracruz",Mexico
13348,"Carrera 15A No. 121-12, Ofc. 504",Bogota,Colombia
13353,-0- ,-0- ,Panama
13355,"Avenida Libertadores, Bodega E-2, Zona Franca",Cucuta,Colombia
13356,-0- ,-0- ,Panama
13358,Calle Lago de La Doga 5312,"Tijuana, Baja California",Mexico
13359,Calle Lago de La Doga 5312,"Tijuana, Baja California",Mexico
13360,Calle Lago La Doga 5312,"Tijuana, Baja California",Mexico
13361,Calle Lago La Doga 5301,"Tijuana, Baja California",Mexico
13362,-0- ,"San Luis Rio Colorado, Sonora 83450",Mexico
13365,"Blvd. Enrique Felix Castro No. 1029, Col. Desarrollo Urbano Tres Rios","Culiacan, Sinaloa C.P. 80020",Mexico
13366,"Anillo de Periferico Sur No. 4863 Interior 902, Colonia Tepepan, Delegacion Tlalpan","Mexico City, Distrito Federal C.P. 14610",Mexico
13366,"Calle Chichen Itza No. 4644, Colonia Mirador del Sol","Zapopan, Jalisco C.P. 45054",Mexico
13366,"Calle Morelos No. 2223, Colonia Arcos Vallarta","Guadalajara, Jalisco C.P. 44130",Mexico
13366,"Avenida de la Patria No. 685 Interior 1, Fraccionamiento Jardines Universidad","Zapopan, Jalisco",Mexico
13369,Majengo Area,Mombasa,Kenya
13370,"Cerro de las Siete Gotas #642, Fraccionamiento Colinas de San Miguel","Culiacan, Sinaloa",Mexico
13371,-0- ,"San Pedro Sula, Cortes",Honduras
13372,"Baghdad Street 5, PO Box 6394",Damascus,Syria
13373,"PO Box 35202, Industrial Zone, Al-Qadam Road",Damascus,Syria
13374,"Kaboon Street, PO Box 5966",Damascus,Syria
13376,-0- ,Bogota,Colombia
13378,"Calle 100 No. 17A-36, Ofc. 705",Bogota,Colombia
13382,-0- ,"La Reforma, Zacapa",Guatemala
13387,PO Box 21120 Baramkeh,Damascus,Syria
13387,"PO Box 2849, Al Moutanabi Street",Damascus,Syria
13387,"PO Box 5966, Abou Bakr Al Seddeq St.",Damascus,Syria
13405,"Av. Alvaro Obregon No. 6040, Col. Villa Bonita","Culiacan, Sinaloa C.P. 80000",Mexico
13406,"Calle Calkini Manzana 11 Lote 1, Colonia Residencia Sol del Mayab","Benito Juarez, Quintana Roo C.P. 77533",Mexico
13406,"Calle Morelos No. 2223, Colonia Arcos Vallarta","Guadalajara, Jalisco C.P. 44130",Mexico
13406,"Circuito Fuentes de Pedregal No. 478 Interior 1103, Colonia Fuentes de Pedregal, Delegacion Tlalpan","Mexico City, Distrito Federal C.P. 14140",Mexico
13406,"Avenida de la Patria No. 685 Interior 1, Fraccionamiento Jardines Universidad","Zapopan, Jalisco",Mexico
13407,"Avenida de la Patria No. 685 Interior 1, Fraccionamiento Jardines Universidad","Zapopan, Jalisco",Mexico
13407,"Calle Gutierrez Zamora No. 223, Fraccionamiento Las Aguilas, Delegacion Alvaro Obregon","Mexico City, Distrito Federal C.P. 01020",Mexico
13408,"Calle Bahia de Topolobampo No. 1628, Colonia Nuevo Culiacan","Culiacan, Sinaloa",Mexico
13408,"Boulevard Pedro Infante No. 3050, Colonia Recursos Hidraulicos","Culiacan, Sinaloa C.P. 80100",Mexico
13413,"Calle Golfo de California No. 1585, Colonia Nuevo Culiacan","Culiacan, Sinaloa",Mexico
13414,"Calle Rodolfo G. Robles No. 40, Colonia Centro","Culiacan, Sinaloa",Mexico
13414,"Calle Jardines No. 2413 Interior 27, Colonia Los Patios","Culiacan, Sinaloa C.P. 80100",Mexico
13419,"Av. Adolfo Lopez Mateos No. 5555, Col. Santa Anita","Tlajomulco de Zuniga, Jalisco C.P. 46645",Mexico
13420,"Av. Adolfo Lopez Mateos No. 5565, Col. Santa Anita","Tlajomulco de Zuniga, Jalisco C.P. 46645",Mexico
13420,"Av. Camino A La Tijera No. 806, Col. La Tijera","Tlajomulco de Zuniga, Jalisco C.P. 45645",Mexico
13421,"Av. Benjamin Hill No. 5602, Col. Industrial el Palmito","Culiacan, Sinaloa C.P. 80160",Mexico
13422,"Avenida de la Patria No. 685 Interior 1, Fraccionamiento Jardines Universidad","Zapopan, Jalisco",Mexico
13422,"Calle Bulgaria No. 139 Interior 4, Colonia Portales, Delegacion Benito Juarez","Mexico City, Distrito Federal C.P. 03300",Mexico
13422,"Calle Rumania No. 10, Colonia Portales, Delegacion Benito Juarez","Mexico City, Distrito Federal C.P. 03300",Mexico
13422,"Calle Sierra Gorda No. 37 Interior 60, Colonia Lomas de Chapultepec, Delegacion Miguel Hidalgo","Mexico City, Distrito Federal C.P. 11000",Mexico
13428,Calle Lago de La Doga  5312,"Tijuana, Baja California",Mexico
13429,-0- ,"La Reforma, Zacapa",Guatemala
13430,-0- ,"La Reforma, Zacapa",Guatemala
13431,-0- ,"La Reforma, Zacapa",Guatemala
13432,-0- ,-0- ,Guatemala
13433,-0- ,"La Reforma, Zacapa",Guatemala
13434,-0- ,-0- ,Guatemala
13435,-0- ,"La Reforma, Zacapa",Guatemala
13436,-0- ,Guatemala City,Guatemala
13439,"5th Floor, No. 192, Darya and Paknejad Blv. Cross Section, Shahrak Gharb",Tehran,Iran
13440,-0- ,-0- ,Syria
13440,"Social Insurance Building, Youssef Al Azmeh Square, Down Town, PO Box 417",Damascus,Syria
13146,"Tohid Street, Before Tohid Circle, No. 33, Upper Level of Eghtesad-e Novin Bank",Tehran 1419913464,Iran
13446,"Blvd. Guillermo Batiz Paredes No. 1100, Col. Buenos Aires","Culiacan, Sinaloa C.P. 80199",Mexico
13447,"Avenida Camino a la Tijera No. 806, Fraccionamiento La Tijera","Tlajomulco de Zuniga, Jalisco",Mexico
13447,"Calle Chichen Itza No. 4644, Colonia Mirador del Sol","Zapopan, Jalisco C.P. 45054",Mexico
13447,"Calle Morelos No. 2223, Colonia Arcos Vallarta","Guadalajara, Jalisco C.P. 44130",Mexico
13453,-0- ,"San Luis Rio Colorado, Sonora 83450",Mexico
13456,-0- ,"La Reforma, Zacapa",Guatemala
13465,"Manuel J. Clouthier No. 1800, Col. Libertad","Culiacan, Sinaloa C.P.80180",Mexico
13466,"Blvd. Pedro Infante No. 3050, Col. Recursos Hidraulicos","Culiacan, Sinaloa C.P. 80100",Mexico
13479,"Avenida Ramon Lopez Velarde No. 3240, Colonia Presidentes de Mexico","Culiacan, Sinaloa",Mexico
13481,"Col Bella Vista, Casa No. 09, Camino a Rotulo de Coca Cola","San Pedro Sula, Cortes",Honduras
13482,"Maysat Square Al Rasafi Street Bldg. 9, PO Box 7155",Damascus,Syria
15009,-0- ,-0- ,Nigeria
15010,-0- ,-0- ,Nigeria
15011,-0- ,-0- ,Nigeria
15005,"Floor 5, Shop 25, Kandahar City Sarafi Market","Kandahar District, Kandahar Province",Afghanistan
15005,-0- ,"Lakri, Helmand Province",Afghanistan
15005,"Aziz Market, In front of Azizi Bank, Waish Border","Spin Boldak District, Kandahar Province",Afghanistan
15005,-0- ,"Gardi Jungle, Balochistan Province",Pakistan
15005,-0- ,"Chaghi, Balochistan Province",Pakistan
15006,"Chohar Mir Road, Qandahari Bazaar","Quetta, Balochistan Province",Pakistan
15006,"Room Number 1, Abdul Sattar Plaza, Hafiz Saleem Street, Munsafi Road","Quetta, Balochistan Province",Pakistan
15006,"Shop Number 3, Dr. Bano Road",Quetta,Pakistan
15006,"Office Number 3, Dr. Bano Road, Near Fatima Jinnah Road",Quetta,Pakistan
15006,"Kachara Road, Naserullah Khan Chawk",Quetta,Pakistan
15006,Wazir Mohammad Road,"Quetta, Balochistan Province",Pakistan
15006,Moishah Chowk Road,"Lahore, Punjab Province",Pakistan
15006,-0- ,"Karachi, Sindh Province",Pakistan
15006,2 Larran Road,"Chaman, Balochistan Province",Pakistan
15006,Chaman Central Bazaar,"Chaman, Balochistan Province",Pakistan
15006,"Shah Zada Market, Shop Number 237",Kabul,Afghanistan
15006,"Sarai Shahzada, 3rd Floor, Shop Number 257",Kabul,Afghanistan
15006,Sharai Shahzada Market,Kabul,Afghanistan
15006,"Kandahar City Sarafi Market, 2nd Floor, Shop 21 and 22","Kandahar City, Kandahar Province",Afghanistan
15006,"New Sarafi Market, 2nd Floor","Kandahar City, Kandahar Province",Afghanistan
15006,Safi Market,"Kandahar City, Kandahar Province",Afghanistan
15006,Gereshk City,"Nahr-e Saraj District, Helmand Province",Afghanistan
15006,"Lashkar Gah Bazaar, Lashkar Gah","Lashkar Gah District, Helmand Province",Afghanistan
15006,"Haji Ghulam Nabi Market, 2nd Floor","Lashkar Gah District, Helmand Province",Afghanistan
15006,"Khorasan Market, 3rd Floor, Suite Number 196-197",Herat,Afghanistan
15006,"Shahre Naw, District 5, Khorasan Market",Herat,Afghanistan
15006,Sarafi Market,"Zaranj District, Nimroz Province",Afghanistan
15006,"Ansari Market, 2nd Floor",Nimroz,Afghanistan
15006,Sarafi Market,Wesh,Afghanistan
15006,Wesh,"Spin Boldak District, Kandahar Province",Afghanistan
15006,Sarafi Market,Farah,Afghanistan
15006,-0- ,Dubai,United Arab Emirates
15006,-0- ,Zahedan,Iran
15006,-0- ,Zabul,Iran
15007,"Kachray Road, Pashtunabad","Quetta, Balochistan Province",Pakistan
15007,"Nasrullah Khan Chowk, Pashtunabad Area",Balochistan Province,Pakistan
15007,-0- ,"Chaman, Balochistan Province",Pakistan
15007,"Abdul Satar Food Shop, Eno Mina 0093",Kandahar,Afghanistan
15008,"Abdul Manan Chowk, Pashtunabad",Quetta,Pakistan
15006,-0- ,"Peshawar, Khyber Paktunkhwa Province",Pakistan
15005,"Fahr Khan (variant Furqan) Center, Shop Number 1584, Chalhor Mal Road","Quetta, Balochistan Province",Pakistan
15005,"St. Flore, Flat Number 4, Furqan Center, Jamaludden (variant Jamaludin) Afghani Road","Quetta, Balochistan Province",Pakistan
15005,"Muslim Plaza Building, Doctor Banu Road, 2nd Floor, Office Number 4","Quetta, Balochistan Province",Pakistan
15005,Cholmon Road,"Quetta, Balochistan Province",Pakistan
15005,Munsafi Road,"Quetta, Balochistan Province",Pakistan
15005,"Abdul Samad Khan Street, Next to Fathma Jena Road, Kadari Place, 1st Floor, Shop Number 1","Quetta, Balochistan Province",Pakistan
15005,"Safar Bazaar, Garm Ser District",Helmand Province,Afghanistan
15005,Main Bazaar,"Safar, Helmand Province",Afghanistan
15005,Money Exchange Market,"Lashkar Gah, Helmand Province",Afghanistan
15005,Haji Ghulam Nabi Market,"Lashkar Gah, Helmand Province",Afghanistan
15005,Lashkar Gah Bazaar,Helmand Province,Afghanistan
15005,Hazar Joft,"Garmser District, Helmand Province",Afghanistan
15005,Ismat Bazaar,"Marjah District, Helmand Province",Afghanistan
15005,-0- ,"Zaranj, Nimruz Province",Afghanistan
15005,"Suite 8, 4th Floor, Sarrafi Market, District 1","Kandahar City, Kandahar Province",Afghanistan
15014,"Blvd. Las Torres No. 2622 Pte., Fracc. Prados del Sol","Culiacan, Sinaloa C.P. 80197",Mexico
15014,"Calzada Las Torres S/N, Col. Prados del Sol Etapa 1","Culiacan, Sinaloa",Mexico
15015,"Carretera Federal Mexico - Tuxpan Km. 255 S/N, Santiago de la Pena","Tuxpan, Veracruz 92770",Mexico
15015,"Calle Panama #509, Colonia 27 De Septiembre","Poza Rica, Veracruz 93220",Mexico
15015,"Calle Rafael Nieto #187, Colonia El Cuatro","Cero Azul, Veracruz 82510",Mexico
15015,"Calle Francita #202, Colonia Guadalupe","Tampico, Tamaulipas 89120",Mexico
15015,-0- ,"Veracruz, Veracruz",Mexico
15015,-0- ,"Villahermosa, Tabasco",Mexico
15016,"Callejon Hortensias No. 320, Colonia Ciudad Bugambilias","Zapopan, Jalisco",Mexico
15016,"Calle Madero No. 39 Poniente, Lote 51, Colonia Centro","Culiacan, Sinaloa Codigo Postal 80000",Mexico
15016,"Privada San Geronimo No. 1801, Fraccionamiento San Jeronimo","Mexicali, Baja California Codigo Postal 21297",Mexico
15016,"Calle Victor Hugo No. 177, Interior 12, Colonia Portales, Delegacion Benito Juarez",Distrito Federal Codigo Postal 03300,Mexico
15016,"Circuito de las Flores Norte 2252, Fraccionamiento Ciudad Bugambilias","Zapopan, Jalisco",Mexico
15016,"Presa la Boquilla 1033, Colonia Las Quintas","Culiacan, Sinaloa",Mexico
15016,"Boulevard Francisco I. Madero 39 Poniente Despacho 501, Colonia Centro","Culiacan, Sinaloa",Mexico
15016,"Sevilla 1526 302 A, Fraccionamiento el Cid","Mazatlan, Sinaloa CP 82110",Mexico
15016,"Privada de San Jeronimo, San Jeronimo","Algodones, Baja California CP 21298",Mexico
15016,"Privada Puerta de Roble Numero 17-E, Fraccionamiento Puerta de Roble","Zapopan, Jalisco",Mexico
15018,"Calle Moras No. 543-B, Colonia Del Valle, Delegacion Benito Juarez",Distrito Federal Codigo Postal 03100,Mexico
15018,"Avenida Coyoacan No. 43, Colonia Del Valle, Delegacion Benito Juarez",Distrito Federal Codigo Postal 03100,Mexico
15018,"Castillo de Kent 38, Manzana 26 Lote 37, Condado de Sayavedra","Atizapan de Zaragoza, Estado de Mexico CP 52930",Mexico
15020,"Calle Acapulco No. 35 Interior 804, Colonia Roma, Delegacion Cuauhtemoc",Distrito Federal Codigo Postal 06700,Mexico
15021,"Calle Yacatas No. 366, Planta Alta, Colonia Narvarte, Delegacion Benito Juarez",Distrito Federal Codigo Postal 03020,Mexico
15021,"Calle Sor Juana Ines de la Cruz No. 144, Departamento 124, Colonia Miguel Hidalgo",Codigo Postal 14410,Mexico
15022,"Edificio G-11 Interior No. 24, Unidad Habitacional, Lomas de Plateros, Delegacion Alvaro Obregon",Distrito Federal Codigo Postal 01480,Mexico
15022,"Calle Campos Eliseos No. 403 Interior 202, Colonia Polanco, Delegacion Miguel Hidalgo",Distrito Federal Codigo Postal 11550,Mexico
15022,"Calle Moliere No. 66, Colonia Palmas Polanco, Delegacion Miguel Hidalgo",Distrito Federal Codigo Postal 11560,Mexico
15022,"Calle Ferrocarril de Cintura No. 300, Colonia Carranza Emilio, Delegacion Venustiano Carranza",Distrito Federal Codigo Postal 15230,Mexico
15022,"Calle Moliere No. 227, Colonia Polanco, Delegacion Miguel Hidalgo",Distrito Federal Codigo Postal 11560,Mexico
15022,"Francisco P. Miranda 3, Colonia Lomas de Plateros",Ciudad de Mexico CP 01480,Mexico
15096,PO Box 15875-4337,Tehran,Iran
15097,"Mirzaye Shirazi Boulevard, Sanaye Square",Shiraz,Iran
15098,"No. 5, Golestan Alley, Shahid Ghasemi St., Sharif University of Technology",Tehran,Iran
15099,"No. 5, Golestan Alley, Ghasemi St., Sharif University of Technology",Tehran,Iran
15100,"8th Floor, Azadi St., Sharif University of Technology",Tehran,Iran
15101,-0- ,Tehran,Iran
15102,50 6th  Ave.,Corozal,Belize
15102,651 Vista Del Mar,Ladyville,Belize
15102,561 Vista Del Mar,Ladyville,Belize
15113,College Road,Corozal Town,Belize
15114,-0- ,"Guasave, Sinaloa",Mexico
15115,-0- ,"Guasave, Sinaloa",Mexico
15116,-0- ,"Guasave, Sinaloa",Mexico
15117,"NITC Building, 67-88, Shahid Atefi Street, Africa Avenue",Tehran,Iran
15118,"Al Wahda Street, Street No. 4",Sharjah,United Arab Emirates
15118,P.O. Box 3267,Sharjah,United Arab Emirates
15119,Droogdokweg 71,Rotterdam 3089 JN,Netherlands
15120,"Diagoras House, 7th Floor, 16 Panteli Katelari Street",Nicosia 1097,Cyprus
15121,"Diagoras House, 7th Floor, 16 Panteli Katelari Street",Nicosia 1097,Cyprus
15122,"Diagoras House, 7th Floor, 16 Panteli Katelari Street",Nicosia 1097,Cyprus
15123,"Diagoras House, 7th Floor, 16 Panteli Katelari Street",Nicosia 1097,Cyprus
15124,"Diagoras House, 7th Floor, 16 Panteli Katelari Street",Nicosia 1097,Cyprus
15125,"Diagoras House, 7th Floor, 16 Panteli Katelari Street",Nicosia 1097,Cyprus
15126,"Diagoras House, 7th Floor, 16 Panteli Katelari Street",Nicosia 1097,Cyprus
15127,"Diagoras House, 7th Floor, 16 Panteli Katelari Street",Nicosia 1097,Cyprus
15128,"Diagoras House, 7th Floor, 16 Panteli Katelari Street",Nicosia 1097,Cyprus
15129,"Diagoras House, 7th Floor, 16 Panteli Katelari Street",Nicosia 1097,Cyprus
15130,"Diagoras House, 7th Floor, 16 Panteli Katelari Street",Nicosia 1097,Cyprus
15131,"Diagoras House, 7th Floor, 16 Panteli Katelari Street",Nicosia 1097,Cyprus
15132,"Diagoras House, 7th Floor, 16 Panteli Katelari Street",Nicosia 1097,Cyprus
15133,"Diagoras House, 7th Floor, 16 Panteli Katelari Street",Nicosia 1097,Cyprus
15134,"Diagoras House, 7th Floor, 16 Panteli Katelari Street",Nicosia 1097,Cyprus
15135,"Diagoras House, 7th Floor, 16 Panteli Katelari Street",Nicosia 1097,Cyprus
15136,85 St. John Street,Valletta VLT 1165,Malta
15137,198 Old Bakery Street,Valletta VLT 1455,Malta
15138,198 Old Bakery Street,Valletta VLT 1455,Malta
15139,198 Old Bakery Street,Valletta VLT 1455,Malta
15140,198 Old Bakery Street,Valletta VLT 1455,Malta
15141,"Fortuna Court, Block B, 284 Archbishop Makarios II Avenue",Limassol 3105,Cyprus
15142,"Diagoras House, 7th Floor, 16 Panteli Katelari Street",Nicosia 1097,Cyprus
15144,"1st Floor, No. 19, Shenasa Street, Vali E Asr Avenue",Tehran,Iran
15145,"Free Zone, P.O. Box 5232",Fujairah,United Arab Emirates
15148,-0- ,Tehran,Iran
15160,6 Avenue de la Tour-Haldimand,Pully 1009,Switzerland
15161,-0- ,-0- ,Hong Kong
15162,-0- ,Labuan,Malaysia
15163,-0- ,Dubai,United Arab Emirates
13137,"No. 1 Ahmadian Street, Bokharest Avenue",Tehran,Iran
15169,"3 Ave y 14 Calle N.O., Barrio Las Acacias, Apartado Postal No 1018","San Pedro Sula, Cortes",Honduras
15182,"3 Ave y 14 Calle N.O., Barrio Las Acacias, Apartado Postal No 1018","San Pedro Sula, Cortes",Honduras
15184,"3 Ave y 14 Calle N.O., Barrio Las Acacias, Apartado Postal No 1018","San Pedro Sula, Cortes",Honduras
15182,14 de Julio,"La Ceiba, Atlantida",Honduras
15182,"Ave Junior, Entre 7 y 6 Calle Sureste","San Pedero Sula, Cortes",Honduras
15186,"3 Ave y 14 Calle N.O., Barrio Las Acacias, Apartado Postal No 1018","San Pedro Sula, Cortes",Honduras
15186,"Ave Cricunvalacion, Esquina Opuesta al Teatro Francisco Saybe","San Pedro Sula, Cortes",Honduras
15187,"2 Nivel, Mall Galerias del Valle","San Pedro Sula, Cortes",Honduras
15187,Mall Megaplaza,"La Ceiba, Cortes",Honduras
15188,Bajos de Choloma Carretera a Ticamaya,Cortes,Honduras
15189,-0- ,"San Pedro Sula, Cortes",Honduras
15190,Calle Lago La Doga 5312,"Tijuana, Baja California",Mexico
15217,-0- ,-0- ,"Virgin Islands, British"
15270,-0- ,-0- ,Afghanistan
15270,-0- ,-0- ,Pakistan
15337,"Calle Morelos No. 2223, Colonia Arcos Vallarta","Guadalajara, Jalisco C.P. 44130",Mexico
15342,"Blvd. Lopez Mateos No. 9140, Col. El Palomar","Zapopan, Jalisco C.P. 45238",Mexico
15344,"Calle Paez, Edf. Gisage PB, Ofic 1, Chacao",Caracas,Venezuela
15344,"Sector los Montones, Galpon 2",Puerto La Cruz,Venezuela
15342,-0- ,"Cancun, Quintana Roo",Mexico
15412,-0- ,-0- ,El Salvador
15412,-0- ,-0- ,Mexico
15412,-0- ,-0- ,Honduras
15412,-0- ,-0- ,Guatemala
15414,Mohallah Markaz Tayyeba Street,"Muridke, Lahore",Pakistan
15418,"Jamia Masjid, al Qadsia, Chauburji Chowk",Lahore,Pakistan
15420,"116-E Block, Johar Town",Lahore,Pakistan
13423,-0- ,Beirut,Lebanon
15484,-0- ,-0- ,Afghanistan
15484,-0- ,-0- ,Pakistan
15486,P.O. Box 3361,Damascus,Syria
15487,2 Kazinets Street,Minsk 220099,Belarus
15490,-0- ,"Ciudad Acuna, Coahuila",Mexico
15492,P.O. Box 14-6028,Beirut,Lebanon
15492,P.O. Box 13-7692,Beirut,Lebanon
15493,"Hamra Street, Saroulla Building, 11th Floor; P.O. Box Beirut-Hamra 113/5647",Beirut,Lebanon
15495,"6-4-21 Akasaka, Minato-ku",Tokyo,Japan
15496,"c/o 6-4-21 Akasaka, Minato-ku",Tokyo,Japan
15497,"c/o 6-4-21 Akasaka, Minato-ku",Tokyo,Japan
15500,"Avenida Nicolas Bravo No. 1607, Colonia Guadalupe","Culiacan, Sinaloa 80220",Mexico
15500,"Calle Escobedo No. 24, Localidad El Dorado","Culiacan, Sinaloa 80450",Mexico
15501,La Angostura,"Canelas, Durango 34500",Mexico
15501,"Avenida Puebla A No. 2209, Colonia Federal","San Luis Rio Colorado, Sonora 83489",Mexico
15412,-0- ,-0- ,United States
15516,-0- ,"Chaman, Balochistan Province",Pakistan
15518,-0- ,"Mir Ali, North Waziristan Agency, Federally Administered Tribal Areas",Pakistan
15521,"Cerrada Diego Rivera No. 347, Col. Desarrollo Urbano 3 Rios","Culiacan, Sinaloa C.P. 80020",Mexico
15521,"Blvd. Jose Diego Valadez Rios 94 36, Col. Proyecto Tres Rios","Culiacan, Sinaloa C.P. 80100",Mexico
15523,"Calle Platon 268, Col. Paso Blanco","Ocotlan, Jalisco",Mexico
13417,-0- ,Abidjan,Cote d Ivoire
13416,-0- ,Dakar,Senegal
13395,26 Malama Thomas Street,Freetown,Sierra Leone
15529,-0- ,-0- ,Colombia
15529,-0- ,-0- ,Ecuador
15529,-0- ,-0- ,Venezuela
15530,-0- ,Miram Shah,Pakistan
15536,"Vanak Square, Molla-Sadra Avenue, Box number: 19945",Tehran,Iran
15537,"Near Fourth Square, Tehran Pars, Shahid Babaie Highway, near Hakimiyeh and Mini-city",Tehran,Iran
15537,"Kilometer 11, Shahid Babaei Highway",Tehran,Iran
15539,"No. 24, 5th Alley, Khaled Eslamboli Street",Tehran 1513643811,Iran
15541,"90 Park Ave, Farahzadi St",Tehran,Iran
15542,"Bahrestan Square, Avenue Kamalolmolik",Tehran,Iran
15543,-0- ,Tehran,Iran
15544,"5th Floor, No. 35, Qasemi St, North Side of Sharif University, Azadi Avenue",Tehran,Iran
15544,"No. 131, Pardis Technology Park",Pardis,Iran
15544,"Unit 3, 2nd Floor, No. 1176, Between 52, 54 VakilAbadi Blvd",Mashhad,Iran
15544,"Shahid Beheshti Ave, Sahand St., No. 20, 3rd",Tehran 1587677518,Iran
15547,"No. 10, #4 Alley, Sadeghi Street, West Corner of Sharif University, Zazadi Avenue",Tehran,Iran
15555,-0- ,Tehran,Iran
15564,"No. 8, Haqani Exp. Way, Vanak Sq., 15187",Tehran,Iran
15564,"Main Office: Vanak Square, Shahid Haghaei Road after the Jahan-E-Kudak Junction, Block 33",Tehran,Iran
15564,"Plant:  Kadim Karaj Road, Metri-E-Zarand 45 Boulevard",Tehran,Iran
15580,"Room 33, 5th Floor, Sarafi Market",Kandahar,Afghanistan
