ent_num,query,region,country
10995,"Alamos No. 42, Colonia Modelo","Hermosillo, Sonora",Mexico
10995,"Avenida de Anza #210, Colonia Pitic","Hermosillo, Sonora",Mexico
10995,"Calle Clavel No. 1406, Esquina con Calle Rosa, Colonia Margarita","Culiacan, Sinaloa",Mexico
10995,"Rafael Campoy #307, Pitic","Hermosillo, Sonora",Mexico
10995,"Calle de Anza Numero 210, Colonia Pitic","Hermosillo, Sonora",Mexico
10995,"Uvalama No. 19, Col Los Sabinos","Hermosillo, Sonora",Mexico
10995,"Avenida Adolfo de la Huerta 401, Colonia Pitic","Hermosillo, Sonora",Mexico
10995,Ave Colonizadores 830,"Hermosillo, Sonora",Mexico
10994,c/o COMPANIA MINERA DEL RIO CIANURY S.A. DE C.V.,"Culiacan, Sinaloa",Mexico
10994,c/o MINERA RIO PRESIDIO S.A. DE C.V.,"Culiacan, Sinaloa",Mexico
10994,c/o MINERA LA CASTELLANA Y ANEXAS S.A. DE C.V.,"Culiacan, Sinaloa",Mexico
10994,"Francisco I. Madero Numero 145 al Oriente, Colonia Centro","Culiacan, Sinaloa",Mexico
10993,c/o COMPANIA MINERA DEL RIO CIANURY S.A. DE C.V.,"Culiacan, Sinaloa",Mexico
10993,"Boulevard Francisco I. Madero Numero 145 al Oriente, Colonia Centro","Culiacan, Sinaloa",Mexico
10992,c/o COPA DE PLATA S.A. DE C.V.,"Culiacan, Sinaloa",Mexico
10992,c/o MINERA LA CASTELLANA Y ANEXAS S.A. DE C.V.,"Culiacan, Sinaloa",Mexico
10992,c/o MINERA RIO PRESIDIO S.A. DE C.V.,"Culiacan, Sinaloa",Mexico
10992,c/o COMPANIA MINERA DEL RIO CIANURY S.A. DE C.V.,"Culiacan, Sinaloa",Mexico
10992,"Calle Artesanos No. 255, Colonia Burocrata","Culiacan, Sinaloa",Mexico
10992,"Prof. Raul Franco Barreda 97, Fracc. Arboles","Culiacan, Sinaloa",Mexico
10991,c/o COMPANIA MINERA DEL RIO CIANURY S.A. DE C.V.,"Culiacan, Sinaloa",Mexico
10991,c/o MINERA LA CASTELLANA Y ANEXAS S.A. DE C.V.,"Culiacan, Sinaloa",Mexico
10991,c/o MINERA RIO PRESIDIO S.A. DE C.V.,"Culiacan, Sinaloa",Mexico
10991,c/o COPA DE PLATA S.A. DE C.V.,"Culiacan, Sinaloa",Mexico
10991,"Rio de la Plata, numero 28","Campo Bello de Mazatlan, Sinaloa",Mexico
10990,c/o COMPANIA MINERA DEL RIO CIANURY S.A. DE C.V.,"Culiacan, Sinaloa",Mexico
10989,c/o INMOBILIARIA GAXIOLA HERMANOS S.A. DE C.V.,"Hermosillo, Sonora",Mexico
10989,c/o DISTRIBUIDORA GRAN AUTO S.A. DE C.V.,"Hermosillo, Sonora",Mexico
10989,"Calle Rafael Campoy No. 305, Col. Pitic","Hermosillo, Sonora",Mexico
10989,Rafael Campoy Num 307,"Hermosillo, Sonora",Mexico
10989,"Priv. Bugambilia 55, Colonia Bugambilia","Hermosillo, Sonora",Mexico
10988,c/o INMUEBLES SIERRA VISTA S.A. DE C.V.,"Hermosillo, Sonora",Mexico
10988,c/o DISTRIBUIDORA GRAN AUTO S.A. DE C.V.,"Hermosillo, Sonora",Mexico
10988,"Calle Angel Garcia Aburto No. 62, Col. Loma Linda","Hermosillo, Sonora",Mexico
10988,Calles Olivares y Eduardo W. Villa,"Hermosillo, Sonora",Mexico
10988,"Avenida Raul Campoy Numero 307, Colonia Pitic","Hermosillo, Sonora",Mexico
10987,c/o GRUPO INDUSTRIAL GAXIOLA HERMANOS S.A. DE C.V.,"Hermosillo, Sonora",Mexico
10987,c/o INMOBILIARIA GAXIOLA HERMANOS S.A. DE C.V.,"Hermosillo, Sonora",Mexico
10987,c/o MINERA LA CASTELLANA Y ANEXAS S.A. DE C.V.,"Culiacan, Sinaloa",Mexico
10987,c/o MINERA RIO PRESIDIO S.A. DE C.V.,"Culiacan, Sinaloa",Mexico
10987,c/o MOLDURAS DEL NOROESTE S.A. DE C.V.,"Hermosillo, Sonora",Mexico
10987,c/o DISTRIBUIDORA DE HERMOSILLO GAXIOLA HERMANOS S.A. DE C.V.,"Hermosillo, Sonora",Mexico
10987,c/o DISTRIBUIDORA GRAN AUTO S.A. DE C.V.,"Hermosillo, Sonora",Mexico
10987,c/o TEMPLE DEL PITIC S.A. DE C.V.,"Hermosillo, Sonora",Mexico
10987,c/o FLETES Y TRANSPORTES GAXGAR S.A. DE C.V.,"Hermosillo, Sonora",Mexico
10987,c/o COMPANIA MINERA DEL RIO CIANURY S.A. DE C.V.,"Culiacan, Sinaloa",Mexico
10987,c/o COPA DE PLATA S.A. DE C.V.,"Culiacan, Sinaloa",Mexico
10987,Prop. Priv y Bldg G. Escoboza,"Hermosillo, Sonora",Mexico
10987,"Preferico Poniente, Calle Simon Bleyy Manuel I. Loaiza, Colonia Olivaries","Hermosillo, Sonora",Mexico
10987,"Calle Zaragoza No. 166-2, al Poniente de la Col. Centro","Culiacan, Sinaloa",Mexico
10987,"Calle Clavel No. 1406, Esquina con Calle Rosa, Colonia Margarita","Culiacan, Sinaloa",Mexico
10987,"Rafael Campoy #307, Colonia Pitic","Hermosillo, Sonora",Mexico
10987,"Calle de Anza Numero 210, Colonia Pitic","Hermosillo, Sonora",Mexico
10987,Av. Uvalama 15,"Hermosillo, Sonora",Mexico
10987,"Alamos 40, Colonia Modelo","Hermosillo, Sonora",Mexico
10987,"Ave Eduardo Villa 333, Col Oliv.","Hermosillo, Sonora",Mexico
10987,"Calle Uvalama 19 Esq., Blvd Sabinos","Hermosillo, Sonora",Mexico
10987,"Uvalama 15 y Sabinos, Col Sabin","Hermosillo, Sonora",Mexico
10986,-0- ,-0- ,Mexico
10985,-0- ,-0- ,Mexico
10984,-0- ,-0- ,Mexico
10983,-0- ,-0- ,Mexico
10982,c/o AGRICOLA GAXIOLA S.A. DE C.V.,"Hermosillo, Sonora",Mexico
10982,c/o INMUEBLES SIERRA VISTA S.A. DE C.V.,"Hermosillo, Sonora",Mexico
10982,c/o TEMPLE DEL PITIC S.A. DE C.V.,"Hermosillo, Sonora",Mexico
10980,c/o AGRICOLA GAXIOLA S.A. DE C.V.,"Hermosillo, Sonora",Mexico
10980,c/o TEMPLE DEL PITIC S.A. DE C.V.,"Hermosillo, Sonora",Mexico
10980,Ave Articulo 123 109,"Hermosillo, Sonora 83287",Mexico
10979,c/o AGRICOLA GAXIOLA S.A. DE C.V.,"Hermosillo, Sonora",Mexico
11021,"Al Humayra Village, Taza sub district",-0- ,Iraq
11021,Kurdi Al Nasir village,-0- ,Iraq
11165,-0- ,Damascus,Syria
11166,Near Damascus in the Yaafur area,-0- ,Syria
11168,"Pasdaran Ave., P.O. Box 19585/777",Tehran,Iran
11168,"Sepah Islam Road, Karaj Special Road Km 10",-0- ,Iran
11169,-0- ,-0- ,Jordan
11169,-0- ,Akashat,Iraq
11169,-0- ,Abu Ghuraib,Iraq
11169,-0- ,-0- ,Qatar
11169,-0- ,-0- ,Egypt
11173,-0- ,-0- ,undetermined
11174,-0- ,-0- ,undetermined
11177,-0- ,Kermanshah,Iran
11177,Mehran Military Base,Ilam Province,Iran
11181,"P.O. Box 19295-4731, Pasdaran Avenue",Tehran,Iran
11181,"P.O. Box 19575-131, 34 Apadana Avenue",Tehran,Iran
11181,"Shahid Langary Street, Nobonyad Square Ave., Pasdaran",Tehran,Iran
11183,P.O. Box 71365-1589,Shiraz,Iran
11183,Hossain Abad Road,Shiraz,Iran
11184,"P.O. Box 19575-365, Shahied Langari Street, Noboniad Sq, Pasdaran Ave, Saltanad Abad",Tehran,Iran
11184,"P.O. Box 71365-1174, Hossain Abad/Ardakan Road",Shiraz,Iran
11187,-0- ,-0- ,Venezuela
11186,-0- ,-0- ,Venezuela
11185,-0- ,Caracas,Venezuela
10758,"Thetford Farm, P.O. Box HP86, Mount Pleasant",Harare,Zimbabwe
10758,10 Montpelier Square,London SW7 1JU,United Kingdom
10758,"Hurst Grove, Sanford Lane, Hurst","Reading, Berkshire RG10 0SQ",United Kingdom
10758,"Middleton House, Titlarks Hill Road, Sunningdale","Ascot, Berkshire SL5 0JB",United Kingdom
10758,"New Boundary House, London Road, Sunningdale","Ascot, Berkshire SL5 0DJ",United Kingdom
10758,"Mapstone House, Mapstone Hill, Lustleigh","Newton Abbot, Devon TQ13 9SE",United Kingdom
10758,Dennerlei 30,Schoten,Belgium
10758,62 Chester Square,London,United Kingdom
11188,"Thetford Farm, P.O. Box HP86, Mount Pleasant",Harare,Zimbabwe
11188,10 Montpelier Square,London SW7 1JU,United Kingdom
11188,"Hurst Grove, Sandford Lane, Hurst","Reading, Berkshire RG10 0SQ",United Kingdom
11188,"Middleton House, Titlarks Hill Road, Sunningdale","Ascot, Berkshire SL5 0JB",United Kingdom
11188,"New Boundary House, London road, Sunningdale","Ascot, Berkshire SL5 0DJ",United Kingdom
11188,"Mapstone House, Mapstone Hill, Lustleigh","Newton Abbot, Devon TQ13 9SE",United Kingdom
11188,Dennerlei 30,Schoten,Belgium
10912,"9 Columbus Centre, Pelican Drive","Road Town, Tortola","Virgin Islands, British"
10915,"Moorgate House, King Street","Newton Abbot, Devon TQ12 2LG",United Kingdom
11190,"124 Josiah Chinamano Avenue, P.O. Box CY 3371, Causeway",Harare,Zimbabwe
11190,"Newboundary House, London Road","Sunningdale, Berkshire SL5 0DJ",United Kingdom
10916,"New Boundary House, London Road","Sunningdale, Berkshire SL5 0DJ",United Kingdom
10917,"Hurst Grove, Sandford Lane, Hurst","Reading, Berkshire RG10 0SQ",United Kingdom
10917,"Newboudary House, London Road, Sunningdale","Ascot, Berkshire SL5 0DJ",United Kingdom
10918,"Thetford Farm, P.O. Box HP86, Mount Pleasant",Harare,Zimbabwe
10918,"Hurst Grove, Sandford Lane, Hurst","Reading, Berkshire RG10 0SQ",United Kingdom
10918,"New Boundary House, London Road, Sunningdale","Ascot, Berkshire SL5 0DJ",United Kingdom
10919,"Middleton House, Titlarks Hill Road, Sunningdale","Ascot, Berkshire SL5 0JB",United Kingdom
11191,-0- ,-0- ,Zimbabwe
11192,1905 S. Florida Avenue,"Lakeland, FL 33803",United States
11193,"Flat 1, Aileen Gardens, 51A Park Road","Camberley, Surrey GU15 2SP",United Kingdom
11194,"Newboundary House, London Road, Sunningdale","Ascot, Berkshire SL5 0DJ",United Kingdom
11167,Al Sufara' Street in the Ya'fur district,Damascus,Syria
11195,"P.O. Box 83145-311, 28 km Esfahan - Tehran Freeway, Shahin Shahr",Esfahan,Iran
11195,"P.O. Box 14155-5568, No. 27 Shahamat Ave, Vallie Asr Sqr",Tehran 15946,Iran
11195,P.O. Box 81465-935,Esfahan,Iran
11195,Shahih Shar Industrial Zone,Isfahan,Iran
11195,"P.O. Box 8140, No. 107 Sepahbod Gharany Ave",Tehran,Iran
11198,"P.O. Box 83145-311, Kilometer 28, Esfahan - Tehran Freeway, Shahin Shahr",Esfahan,Iran
11222,C/O TRANS MERITS CO. LTD,Taipei,Taiwan
11222,C/O GLOBAL INTERFACE COMPANY INC.,Taipei,Taiwan
11223,C/O TRANS MERITS CO. LTD.,Taipei,Taiwan
11223,C/O GLOBAL INTERFACE COMPANY INC.,Taipei,Taiwan
11224,"1F, No. 49, Lane 280, Kuang Fu S. Road",Taipei,Taiwan
11225,"9F-1, No. 22, Hsin Yi Rd., Sec. 2",Taipei,Taiwan
11225,"1st Floor, No. 49, Lane 280, Kuang Fu S. Road",Taipei,Taiwan
11246,-0- ,"Guadalajara, Jalisco",Mexico
11245,"Buenaventura 391, Fraccionamiento Chapultepec","Tijuana, Baja California",Mexico
11245,"Avenida Benito Juarez 2020-8, Colonia Zona Centro","Tijuana, Baja California",Mexico
11245,"Cascadas 100-2, Colonia Las Huertas","Tijuana, Baja California",Mexico
11245,"Lot 18, Sector 21, Centro Urbano 70-76","Colonia Mesa de Otay, Baja California",Mexico
11245,"Lot 70, Sector 6","Colonia Jardines de Chapultepec, Baja California",Mexico
11245,"Lots 13, 14, Sector A","Rancho El Grande, Baja California",Mexico
11245,Avenida Revolucion 2020,"Tijuana, Baja California 22000",Mexico
11244,"Calle Esteban Loera 481, Colonia Beatriz Hernandez","Guadalajara, Jalisco 44760",Mexico
11244,"Calle Esteban Loera No. 481, Colonia Zona Obrera","Guadalajara, Jalisco 44760",Mexico
11244,"Los Placeres No. 1030, Colonia Chapalita","Guadalajara, Jalisco 44100",Mexico
11240,"c/o AMERICAN TUNE UP, S.A. DE C.V.","Guadalajara, Jalisco",Mexico
11240,"Avenida Gonzalez Gallo #2537, Sector Reforma","Guadalajara, Jalisco",Mexico
11239,Carlos Chavez 5,"Colima, Colima",Mexico
11239,"Francisco I. Madero 749, Colonia Moralete","Colima, Colima",Mexico
11239,"Toreros No. 672, Colonia Jardines de Guadalupe","Guadalajara, Jalisco",Mexico
11239,"Belizario Dominguez, No. 511","Colima, Colima",Mexico
11239,"Calle General Juan Alvarez 1010, Colonia Lomas Vista Hermosa","Colima, Colima",Mexico
11238,"c/o FARMACIA JERLYNE, S.A. DE C.V.","Tijuana, Baja California",Mexico
11238,"Calle Jesus Ponce 1083, Colonia Jardin Vista Hermosa","Colima, Colima",Mexico
11237,c/o GRUPO ROLA S.A. DE C.V.,"Colima, Colima",Mexico
11237,"Calle Jesus Ponce 1083, Colonia Jardin Vista Hermosa","Colima, Colima",Mexico
11236,"c/o LABORATORIOS WILLMAR, S.A. DE C.V.","Guadalajara, Jalisco",Mexico
11236,-0- ,-0- ,Mexico
11236,"Calle Fray Junipero Serra #1932, Colonia Jardines Alcalde","Guadalajara, Jalisco",Mexico
11231,"c/o LABORATORIOS WILLMAR, S.A. DE C.V.","Guadalajara, Jalisco",Mexico
11254,-0- ,-0- ,Colombia
11253,-0- ,-0- ,Colombia
11252,-0- ,-0- ,Colombia
11251,-0- ,-0- ,Colombia
11250,-0- ,-0- ,Colombia
11249,-0- ,-0- ,Colombia
11249,-0- ,-0- ,Brazil
11248,-0- ,-0- ,Colombia
11247,-0- ,-0- ,Colombia
11256,P.O. Box 136301,Jeddah 21313,Saudi Arabia
11310,6 Loyang Way 1,508704,Singapore
11309,9 Haig Avenue,438864,Singapore
11309,704 Bedok Reservoir Road,470704,Singapore
11308,"MMB Tower, Level 5, 166 Upper Pansodan Rd., Mingalar Taung Nyunt Township",Rangoon,Burma
11307,"Mang Shih Economic Development Zone, De Hong District",Yunnan Province,China
11307,"No. 58, Mangshi Avenue, Luxi City",Yunnan,China
11306,"Pyinmana Taung Twin Road, Let Pan Khar Village, Pyinmanar",Mandalay,Burma
11306,"No. 7, Corner of Inya Road & Oo Yin Street, Kamayut Township",Yangon,Burma
11305,"216, Corner of 49th St. and Maha Bandoola Rd., Pazundaung",Yangon,Burma
11305,"Hong Pang Wire Showroom, Room D, 80-81 35th Street",Mandalay,Burma
11304,"18, Kyaing Ngan St., Qtr. 2",Kyaington,Burma
11304,"102, Lanmadaw St., Sarsy Qtr.",Magway,Burma
11304,"9, West of Market, Haw Gone Qtr.",Taunggyi,Burma
11304,"157, Pyihtaungsu Rd., Yuzana Qtr.",Myitkyina,Burma
11304,"216/222, Room C/D, (G/F), Bo Myat Tun Housing, Mahabandoola Road, Pazundaung Township",Yangon,Burma
11303,-0- ,-0- ,Burma
11302,"No. 216/222, Room No. C/D Ground Floor, Bo Myat Tun Housing, Mahabandoola Road, Pazundaung Township",Yangon,Burma
11301,"No. 216/222, Room C/D, Ground Floor, Bo Myat Tun Housing, Mahabandoola Road, Pazundaung Township",Yangon,Burma
11300,"Room 3605 36/F Wu Chung House, 213 Queen's Road East, Wan Chai",-0- ,Hong Kong
11300,"11, Huang Ching (Gold) Road, Between 64/65 Street, Myo Thit",Mandalay,Burma
11300,"12th Floor C, Jade Exchange Center, 513-531, Canton Road, Kowloon",-0- ,Hong Kong
11300,"6A, 6D North Section, 7th Building, Chilung Park, 68 Sin Chung St., East City Drive",Beijing,China
11300,"No. 19, Hung Hua Bridge","Kunming, Yunnan",China
11300,"28th and 29th Floor, Overseas Friendship Building, 2, Yun Chun Road, Lo Hu","Sham Cheng, Kuang Tung",China
11299,"11, Ngui Shwe Wah Road, Between 64th and 65th Street, Chan Maya Thar Si Township",Mandalay,Burma
11298,"Room 3605 36/F Wu Chang House, 213 Queen's Road E, Wan Chai",Hong Kong,Hong Kong
11297,"Room 3605 36/F Wu Chung House, 213 Queens Road East, Wan Chai",-0- ,Hong Kong
11296,"No. 7 Inya Road & Oo Yin Street, Kamayut Township",Yangon,Burma
11295,"168 Moo 9, Khi Lek, Mae Taeng",Chiang Mai 50150,Thailand
11294,"261 Wichayanont Road, Chang Moi, Muang",Chiang Mai 50300,Thailand
11293,"c/o HONG PANG ELECTRONIC INDUSTRY CO., LTD.",Yangon,Burma
11293,c/o HONG PANG GEMS & JEWELLERY COMPANY LIMITED,Mandalay,Burma
11293,"c/o HONG PANG GENERAL TRADING COMPANY, LIMITED",Kyaington,Burma
11293,c/o HONG PANG LIVESTOCK DEVELOPMENT COMPANY LIMITED,-0- ,Burma
11293,c/o HONG PANG MINING COMPANY LIMITED,Yangon,Burma
11293,c/o HONG PANG TEXTILE COMPANY LIMITED,Yangon,Burma
11293,c/o TET KHAM (S) PTE. LTD.,-0- ,Singapore
11293,c/o TET KHAM CONSTRUCTION COMPANY LIMITED,Mandalay,Burma
11293,"c/o TET KHAM GEMS CO., LTD.",Yangon,Burma
11293,No. 7 Oo Yim Road Kamayut TSP,Rangoon,Burma
11293,"7, Corner of Inya Road and Oo Yin street, Kamayut Township",Rangoon,Burma
11293,"The Anchorage, Alexandra Road, Apt. 370G, Cowry Building (Lobby 2",-0- ,Singapore
11293,"89 15th Street, Lanmadaw Township",Rangoon,Burma
11293,"11 Ngu Shwe Wah Road, Between 64th and 65th Streets, Chan Mya Thar Zan Township",Mandalay,Burma
11292,"c/o DEHONG THAILONG HOTEL CO., LTD.",Yunnan Province,China
11292,Pang Poi,Shan,Burma
11292,Na Lot,Shan,Burma
11292,"409/4, Soi Wachiratham Sathit 34, Khwaeng Bang Chak, Khet Phra Khanong",Bangkok,Thailand
11291,Huay Aw,Shan,Burma
11290,Kwe Ma,-0- ,Burma
11289,Panghsang,Shan,Burma
11288,Mong Mao,Shan,Burma
11287,Panghsang,Shan,Burma
11286,Huay Aw,Shan,Burma
11285,Mong Kyawt,Shan,Burma
11284,-0- ,Shan,Burma
11284,"199/132, Mu 8, Tambon Non Jom, Amphur San Sai",Chiang Mai,Thailand
11284,"725, Mu 10, Tambon Nong Bua, Amphur Chaiprakan",Chiang Mai,Thailand
11283,Nakawngmu,Shan,Burma
11283,Wan Hong,Shan,Burma
11282,"11, Ngu Shwe Wah Road, Between 64th and 54th Street, Chan mya Si Township",Mandalay,Burma
11281,-0- ,-0- ,Burma
11281,"29, Wawi Sub-district, Mae Suai District",Chiang Rai,Thailand
11280,-0- ,"Tachilek, Shan",Burma
11279,-0- ,-0- ,Burma
11278,-0- ,Shan State,Burma
11278,"57/2 , Mu 4, Tambon Pa Pae, Amphur Mae Taeng",Chiang Mai,Thailand
11277,c/o YANGON AIRWAYS COMPANY LIMITED,Rangoon,Burma
11277,c/o TET KHAM CONSTRUCTION COMPANY LIMITED,Mandalay,Burma
11277,"c/o TET KHAM GEMS CO., LTD.",Yangon,Burma
11277,"No. 7, Corner of Inya Road & Oo Yin Street, Ward. 10, Kamayut",Yangon,Burma
11276,c/o KHUM THAW COMPANY LIMITED,Chiang Mai,Thailand
11276,c/o SANGSIRI KANKASET COMPANY LIMITED,Chiang Mai,Thailand
11276,"261, Wichayanon Road, Tambon Chang Moi, Amphur Muang",Chiang Mai,Thailand
11275,c/o HONG PANG GEMS & JEWELLERY (HK) CO. LIMITED,"Mandalay, Yunnan",Hong Kong
11275,c/o TING SHING TAI JEWELLERY (HK)  CO. LIMITED,Hong Kong,Hong Kong
11275,c/o SHUEN WAI HOLDING LIMITED,Hong Kong,Hong Kong
11275,"Flat B, 16/F, Dragon View, No. 5 Dragon Terrace",-0- ,Hong Kong
11275,"Flat 6, 2/F, Block 49, Heng Fa Chuen, Chai Wan",-0- ,Hong Kong
11274,"c/o DEHONG THAILONG HOTEL CO., LTD.",Yunnan Province,China
11274,"88/2 Soi Klong Nam Kaew, Tambon Sam Sen Nok, Huay Khwang",Bangkok,Thailand
11273,"c/o DEHONG THAILONG HOTEL CO., LTD.",Yunnan Province,China
11273,"88/2 Soi Klong Nam Kaew, Tambon Sam Sen Nok, Huay Khwang",Bangkok,Thailand
11273,-0- ,-0- ,Burma
11272,"c/o DEHONG THAILONG HOTEL CO., LTD.",Yunnan Province,China
11272,"409/4 Soi Wachirathamsathih 34, Tambon Sam Sen Nok, Huay Khwang",Bangkok,Thailand
11271,"c/o HONG PANG ELECTRONIC INDUSTRY CO., LTD.",Yangon,Burma
11271,c/o HONG PANG GEMS & JEWELLERY COMPANY LIMITED,-0- ,Burma
11271,c/o HONG PANG MINING COMPANY LIMITED,Yangon,Burma
11271,c/o HONG PANG TEXTILE COMPANY LIMITED,Yangon,Burma
11271,"c/o HONG PANG GENERAL TRADING COMPANY, LIMITED",Kyaington,Burma
11271,c/o HONG PANG LIVESTOCK DEVELOPMENT COMPANY LIMITED,-0- ,Burma
11271,525 Merchant Street,Rangoon,Burma
11271,-0- ,Tangyan,Burma
11270,c/o YANGON AIRWAYS COMPANY LIMITED,Rangoon,Burma
11270,c/o TET KHAM CONSTRUCTION COMPANY LIMITED,Mandalay,Burma
11270,"c/o TET KHAM GEMS CO., LTD.",Yangon,Burma
11270,"15 Bongyi Street, Lanmadaw Township",Rangoon,Burma
11269,c/o TET KHAM CONSTRUCTION COMPANY LIMITED,Mandalay,Burma
11268,c/o TET KHAM (S) PTE. LTD.,-0- ,Singapore
11268,c/o VEST SPECTRUM (S) PTE. LTD.,Singapore,Singapore
11268,9 Haig Avenue,Singapore 438864,Singapore
11314,-0- ,Tehran,Iran
11315,Iltisstrasse 58,Kiel 24143,Germany
11317,"Hafez Crossing, Taleghani Avenue, P.O. Box 1863 and 2501",Tehran,Iran
11318,"41, 1st Floor, International House, The Parade",St Helier JE2 3QQ,Jersey
11319,"6, Avenue de la Tour-Haldimand","Pully, VD 1009",Switzerland
11318,"Petro Pars Building, Saadat Abad Ave, No 35, Farhang Blvd",Tehran,Iran
11320,Boefinger Weg 20,Ulm 89075,Germany
11320,Eberhardstrasse 70,Ulm 89073,Germany
11322,Sudliche Ringstrasse 133,Langen 63225,Germany
11346,-0- ,Harat Hurayk,Lebanon
11346,-0- ,Beirut,Lebanon
11347,517 E. Oldtown Road,"Cumberland, MD 21502",United States
11350,-0- ,-0- ,Colombia
11349,-0- ,-0- ,Spain
11348,-0- ,-0- ,Australia
11351,-0- ,"Qandil Mountain, Irbil Governorate",Iraq
11351,-0- ,Razgah,Iran
11355,Ganj District,"Peshawar, Khyber Pakhtunkhwa",Pakistan
11364,"Kreuzbergstrasse 4, 9472 Grabs",St Gallen Canton,Switzerland
11373,"House Number 136, KDA Scheme No. 1, Tipu Sultan Road","Karachi, Sindh",Pakistan
11424,"Avenida Javier Prado, Oeste 640",Lima,Peru
11423,"Jr. Emilio Althaus 748, Int. 3",Lima,Peru
11422,"Avenida Jose Pardo 601, Int. 16",Lima,Peru
11421,"Avenida Bolognesi 125, Dpto. 1602",Lima,Peru
11420,"Jr. Los Robles 152, Oficina 7, San Martin de Porres, URB Valdiviezo",Lima,Peru
11419,"Calle Soledad 113, Oficina 301",Lima,Peru
11418,"Calle Soledad 111, Int. 302",Lima,Peru
11417,Avenida Aviacion 650,"Tarapoto, San Martin",Peru
11416,"Urb. Residencial Santa Rosa, MZ G Lt. 20",Callao,Peru
11415,"Jr. Bolognesi 125, Oficina 1002",Lima,Peru
11414,"Jr. Soledad 113, Oficina 302",Lima,Peru
11413,"Urb. La Arboleda, Mz. F Int. 10",Trujillo,Peru
11412,"Calle Soledad 113, Interior 301",Lima,Peru
11411,Jr. Washington 1214,Lima,Peru
11410,"Jr. San Martin 707, Int. 201",Trujillo,Peru
11409,"Jr. Bolognesi 125, Dpto. 301",Lima,Peru
11408,Avenida Jose Pardo 601,Lima,Peru
11407,Jr. Huantar 278,Lima,Peru
11406,"Jr. Comunidad Industrial 293, Chorillos",Lima,Peru
11405,"Jr. Augusto Gonzales, Olaechea 1311, Urb. Elio",Lima,Peru
11404,"Avenida Jose Pardo 601, Edificio La Alameda",Lima,Peru
11403,"Vanterpool Plaza, 2nd Floor, Wickhams Cay 1, Road Town",Tortola,"Virgin Islands, British"
11402,"Avenida Central y Calle 4ta, Edificio Plaza Central, Oficina 32",Panama City,Panama
11401,"Avenida Central y Calle 4ta, Edificio Plaza Central, Oficina 32",Panama City,Panama
11400,c/o EMPRESA EDITORA CONTINENTE PRESS S.A.,Lima,Peru
11400,c/o REPRESENTACIONES ORIENTE S.R.L.,Trujillo,Peru
11400,c/o ORIENTE TOURS S.R.L.,Lima,Peru
11400,c/o PERU TOTAL MARKET E.I.R.L.,Lima,Peru
11400,c/o ORIENTE CONTRATISTAS GENERALES S.A.,Trujillo,Peru
11400,c/o SERVICIOS SILSA S.A.C.,Lima,Peru
11400,c/o LA CROSSE GROUP INC,Tortola,"Virgin Islands, British"
11400,c/o AERO COURIER CARGO S.A.,Lima,Peru
11400,c/o TRANSPORTES AEREOS UNIDOS SELVA AMAZONICA S.A.,Lima,Peru
11400,Calle Trinidad Moran 1316,Lima,Peru
11399,c/o EMPRESA EDITORA CONTINENTE PRESS S.A.,Lima,Peru
11399,c/o PERU GLOBAL TOURS S.A.C.,Lima,Peru
11399,c/o ORIENTE TOURS S.R.L.,Lima,Peru
11399,c/o LUCERO IMPORT S.A.C.,Lima,Peru
11399,c/o EDITORA TRANSPARENCIA S.A.,Lima,Peru
11399,c/o SERVICIOS SILSA S.A.C.,Lima,Peru
11399,c/o PERUVIAN PRECIOUS METALS S.A.C.,Lima,Peru
11399,c/o TRANSPORTES AEREOS UNIDOS SELVA AMAZONICA S.A.,Lima,Peru
11399,Calle Trinidad Moran 1316,Lima,Peru
11396,c/o ORIENTE CONTRATISTAS GENERALES S.A.,Trujillo,Peru
11396,"Pasaje Vincente Morales, Poblacion 11 de Septiembre",Arica,Chile
11395,c/o AVIANDINA S.A.C.,Lima,Peru
11395,c/o PERUVIAN PRECIOUS METALS S.A.C.,Lima,Peru
11395,"Aldabas MZ. 53, LT. 25, Las Gardenias",Lima,Peru
11392,Agrp. Block K Dpto 200,Lima,Peru
8253,c/o AVIANDINA S.A.C.,Lima,Peru
8253,c/o CORPORACION DE INVERSIONES EMPRESARIALES S.A.,Lima,Peru
8253,c/o TALLER DE REPARACIONES DE AERODINOS SUS PARTES Y SERVICIOS AEREOS S.A.,"Tarapoto, San Martin",Peru
8253,c/o TRANSPORTES AEREOS UNIDOS SELVA AMAZONICA S.A.,Lima,Peru
8253,Avenida Rio Grande 367,Lima,Peru
8252,c/o AVIANDINA S.A.C.,Lima,Peru
8252,Calle Jose Maria Sert 201,Lima,Peru
8251,c/o EMPRESA EDITORA CONTINENTE PRESS S.A.,Lima,Peru
8251,c/o CORPORACION DE INVERSIONES EMPRESARIALES S.A.,Lima,Peru
8251,c/o REPRESENTACIONES ORIENTE S.R.L.,Trujillo,Peru
8251,c/o ORIENTE CONTRATISTAS GENERALES S.A.,Trujillo,Peru
8251,c/o URANTIA SERVICES S.A.,Lima,Peru
8251,c/o BLISSEY PANAMA INC.,Panama City,Panama
8251,"c/o BELLOSOM ENTERPRISE, INC.",Panama City,Panama
8251,c/o LA CROSSE GROUP INC,Tortola,"Virgin Islands, British"
8251,c/o AERO COURIER CARGO S.A.,Lima,Peru
8251,c/o TRANSPORTES AEREOS UNIDOS SELVA AMAZONICA S.A.,Lima,Peru
